ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Type,Product_Class,Defrost_Type,Compact,Built-in,Height_Inches,Width_Inches,Capacity_Volume,Adjusted_Volume,Estimated_Annual_Energy_Use,US_Federal_Standard_Energy_Use,Date_Available,Date_Certified,Markets,CB_Model_Identifier,
2265655,GE Profile,PDE21KMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_PDE21KMK****_04262016041313_70075888,No
2265654,GE Profile,PDE21KSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.9,25.6,572,628,5/1/2016,4/22/2016,Canada,ES_1123206_PDE21KSK****_04262016041313_70075888,No
2265645,GE Profile,PFE24JGK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,5/1/2016,4/22/2016,Canada,ES_1123206_PFE24JGK****_04262016041313_70075888,No
2265647,GE Profile,PFE24JMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,5/1/2016,4/22/2016,Canada,ES_1123206_PFE24JMK****_04262016041313_70075888,No
2265646,GE Profile,PFE24JSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.6,32.8,23.8,29.3,679,746,5/1/2016,4/22/2016,Canada,ES_1123206_PFE24JSK****_04262016041313_70075888,No
2297389,GE Profile,PFE28KBL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,7/1/2017,6/7/2017,"United States, Canada",ES_1123206_PFE28KBL****_06092017020143_70141887,No
2257676,GE Profile,PFE28KMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PFE28KMK****_02022016025212_70063277,No
2257677,GE Profile,PFE28KSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PFE28KSK****_02022016025212_70063277,No
2297385,GE Profile,PFE28PBL****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69,35.9,27.9,34.8,725,797,7/1/2017,6/7/2017,"United States, Canada",ES_1123206_PFE28PBL****_06092017020143_70141887,No
2257674,GE Profile,PFE28PMK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PFE28PMK****_02022016025212_70063277,No
2257675,GE Profile,PFE28PSK****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.9,34.8,725,797,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PFE28PSK****_02022016025212_70063277,No
2216274,GE Profile,PFE28RSH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.9,27.7,34.7,724,796,9/1/2014,7/22/2014,"United States, Canada",ES_1123206_PFE28RSH****_07232014033304_70009472,No
2231811,GE Profile,PFH28PSH****,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.8,27.7,34.7,688,796,4/1/2015,1/22/2015,"United States, Canada",ES_1123206_PFH28PSH****_01262015040442_70021674,No
2265638,GE Profile,PNE21KGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.8,25.4,571,626,5/1/2016,4/22/2016,Canada,ES_1123206_PNE21KGK****_04262016041313_70075888,No
2265640,GE Profile,PNE21KMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.8,25.4,571,626,5/1/2016,4/22/2016,Canada,ES_1123206_PNE21KMK****_04262016041313_70075888,No
2265639,GE Profile,PNE21KSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,29.8,20.8,25.4,571,626,5/1/2016,4/22/2016,Canada,ES_1123206_PNE21KSK****_04262016041313_70075888,No
2265625,GE Profile,PNE25JGK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,32.8,24.7,30.3,609,669,5/1/2016,4/22/2016,"United States, Canada",ES_1123206_PNE25JGK****_04262016041313_70075888,No
2265624,GE Profile,PNE25JMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,32.8,24.7,30.3,609,669,5/1/2016,4/22/2016,"United States, Canada",ES_1123206_PNE25JMK****_04262016041313_70075888,No
2265626,GE Profile,PNE25JSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.6,32.8,24.7,30.3,609,669,5/1/2016,4/22/2016,"United States, Canada",ES_1123206_PNE25JSK****_04262016041313_70075888,No
2218132,GE Profile,PSE25KGH****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,31.3,25.2,32.1,643,707,9/1/2014,8/27/2014,"United States, Canada",ES_1123206_PSE25KGH****_08292014120636_2758166,No
2218133,GE Profile,PSE25KSH****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,31.3,25.2,32.1,643,707,9/1/2014,8/27/2014,"United States, Canada",ES_1123206_PSE25KSH****_08292014120636_2758166,No
2203850,GE Profile,PWE23KGD****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69,35.9,23.1,28.5,596,653,4/1/2014,2/11/2014,"United States, Canada",ES_1123206_PWE23KGD****_02112014013900_2701288,No
2203852,GE Profile,PWE23KMD****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69,35.9,23.1,28.5,596,653,4/1/2014,2/11/2014,"United States, Canada",ES_1123206_PWE23KMD****_02112014013902_2701288,No
2257661,GE Profile,PWE23KMK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.9,35.9,23.1,28.5,596,653,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PWE23KMK****_02022016025212_70063277,No
2203851,GE Profile,PWE23KSD****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69,35.9,23.1,28.5,596,653,4/1/2014,2/11/2014,"United States, Canada",ES_1123206_PWE23KSD****_02112014013901_2701288,No
2257660,GE Profile,PWE23KSK****,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.9,35.9,23.1,28.5,596,653,4/4/2016,1/29/2016,"United States, Canada",ES_1123206_PWE23KSK****_02022016025212_70063277,No
2223898,Kenmore,2536768*41,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,66.1,29.6,18.1,21.1,447,488,11/15/2014,10/28/2014,"United States, Canada",ES_0015649_2536768*41_I_10282014123824_2774885,Yes
2214557,Kenmore,2537034*21,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.6,27.2,33.8,717,788,7/1/2014,7/3/2014,"United States, Canada",ES_0015649_2537034*21_07032014120904_7000857,No
2214695,Kenmore,2537034*41,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.6,27.2,33.8,717,788,7/1/2014,7/7/2014,"United States, Canada",ES_1021080_2537034*41_07082014043217_7000866,No
2216731,Kenmore,253.7041*41,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.9,35.6,27.6,34.3,642,705,6/15/2014,7/30/2014,"United States, Canada",ES_1021080_253.7041*41_07312014013553_70009750,No
2216582,Kenmore,2537042*41,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.9,35.6,22.4,27.5,588,644,7/18/2014,7/17/2014,"United States, Canada",ES_1021080_2537042*41_07292014023015_70009251,No
2214554,Kenmore,2537044*21,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.6,21.9,27.1,662,726,7/1/2014,7/3/2014,"United States, Canada",ES_0015649_2537044*21_07032014120904_7000857,No
2214719,Kenmore,2537044*41,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.9,35.6,21.9,27.1,662,726,7/1/2014,7/7/2014,"United States, Canada",ES_1021080_2537044*41_07082014043217_7000866,No
2219163,Kenmore,2537060*41,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,66.1,29.6,18.1,21.1,447,488,8/6/2014,9/7/2014,"United States, Canada",ES_1021080_2537060*41_09102014041751_70011353,Yes
2221895,Kenmore,2537062*41,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,69,29.6,20.4,24.3,470,514,9/30/2014,10/7/2014,"United States, Canada",ES_15649_2537062*41_10082014023045_70012766,Yes
2220582,Kenmore,2537063*41,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,66.1,29.6,18.1,21.1,447,488,9/26/2014,9/26/2014,"United States, Canada",ES_1021080_2537063*41_09262014044906_70012442,Yes
2275371,Kenmore,253.7064*.61,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,69,29.6,20.4,24.3,470,514,9/1/2016,8/16/2016,"United States, Canada",ES_15649_253.7064*.61_08162016043807_70092753,Yes
2306012,Kenmore,253.7081*.71,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,66.1,29.6,18.1,21.1,447,488,11/6/2017,11/3/2017,"United States, Canada",ES_1021080_253.7081*.71_11032017041803_70162000,Yes
2229687,Kenmore,5172*41*,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.1,35.5,24.5,31.5,640,702,1/20/2015,11/26/2014,"United States, Canada",ES_0022856_5172*41*_12022014104147_70017038,No
2234544,Kenmore,5176****,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,68.6,35.8,24.8,31.6,610,703,3/16/2015,3/11/2015,"United States, Canada",ES_0015649_5176****_03112015070211_70026581,No
2216271,Kenmore,5182#,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,67,33,21.9,27.1,606,664,7/17/2014,7/22/2014,"United States, Canada",ES_1118034_51823#_07232014031350_70009304,No
2279740,Kenmore,5185#,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,70.3,35.9,21.7,27.2,607,665,9/16/2016,9/9/2016,"United States, Canada",ES_15649_5185#_09212016102206_70098457,No
2271837,Kenmore,5186#,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,70.3,35.9,21.6,27.2,607,665,1/24/2017,1/17/2017,"United States, Canada",ES_1118034_5186#_07062016041544_70087668,No
2208209,Kenmore,6935*,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,65.5,29.6,18.6,23,469,521,10/7/2013,3/28/2014,"United States, Canada",ES_0022856_6935*_03282014113838_2714961,No
2272138,Kenmore,6935*,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,65.5,29.6,18.6,23,553,605,4/15/2016,6/14/2016,"United States, Canada",ES_0022856_6935*_07112016115240_70084302,No
2208210,Kenmore,6936*,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,65.5,29.6,18.6,23,469,521,10/7/2013,3/28/2014,"United States, Canada",ES_0022856_6936*_03282014113839_2714961,No
2272139,Kenmore,6936*,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,65.5,29.6,18.6,23,553,605,4/15/2016,6/14/2016,"United States, Canada",ES_0022856_6936*_07112016115240_70084302,No
2208213,Kenmore,6938*,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,68.9,32.6,22.1,27,500,556,10/7/2013,3/28/2014,"United States, Canada",ES_0022856_6938*_03282014113842_2714961,No
2230898,IGLOO,FR176-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.6,1.6,208,232,2/1/2015,1/12/2015,United States,ES_1120898_FR176-BLACK_01142015104644_2404397,No
2230899,IGLOO,FR176-BLUE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.6,1.6,208,232,2/1/2015,1/12/2015,United States,ES_1120898_FR176-BLUE_01142015104657_2417288,No
2267845,IGLOO,FR176-CORAL,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.6,1.6,208,232,5/15/2016,5/23/2015,United States,ES_1120898_FR176-CORAL_05232016091201_4721095,No
2230900,IGLOO,FR176-RED,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.6,1.6,208,232,2/1/2015,1/12/2015,United States,ES_1120898_FR176-RED_01142015104710_2430713,No
2237897,IGLOO,FR180,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.6,1.6,208,232,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR180_04222015080040_9640070,No
2257581,IGLOO,FR320I-C-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,3/1/2016,1/28/2016,"United States, Canada",ES_1120898_FR320I-C-BLACK_01262016060353_70060460,No
2278665,IGLOO,FR180-B,"Refrigerator,FR100-BLACK,; Refrigerator,FR100-BLUE,; Refrigerator,FR100-LIME,; Refrigerator,FR100-PURPLE,; Refrigerator,FR100-RED,; Refrigerator,FR100-WHITE,; Refrigerator,FR180I-C,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.1,18.5,1.6,1.6,176,232,8/9/2016,9/7/2016,United States,ES_1120898_FR180-B_09092016143629_7415278,No
2300415,IGLOO,FR180-B,"Refrigerator,FR100-BLACK,; Refrigerator,FR100-BLUE,; Refrigerator,FR100-LIME,; Refrigerator,FR100-PURPLE,; Refrigerator,FR100-RED,; Refrigerator,FR100-WHITE,; Refrigerator,FR180I-C,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.1,18.5,1.6,1.6,185,232,9/19/2016,7/21/2017,United States,ES_1120898_FR180-B_07212017140848_2969751,No
2241558,IGLOO,FR180-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.5,17.4,1.7,1.7,208,232,6/10/2015,6/4/2015,"United States, Canada",ES_1120898_FR180-C_06022015105241_70034665,No
2237505,IGLOO,FR180I-B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.5,17.4,1.7,1.7,208,232,4/15/2015,4/8/2015,"United States, Canada",ES_1120898_FR180I-B_03102015115102_70025755,No
2237758,IGLOO,FR283I,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,25,17.5,2.6,2.6,215,239,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR283I_04222015080237_9757512,No
2237752,IGLOO,FR283I-B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,25,17.5,2.6,2.6,215,239,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR283I-B_04222015080327_9807185,No
2237506,IGLOO,FR283I-B-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,27.6,19.1,2.6,2.6,215,239,4/15/2015,4/8/2015,"United States, Canada",ES_1120898_FR283I-B-BLACK_03102015115102_70025755,No
2267037,IGLOO,FR283I-STAINLESS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,27.6,19.1,2.6,2.6,215,239,5/20/2016,5/18/2016,"United States, Canada",ES_1120898_FR283I-STAINLESS_05022016115120_70076028,No
2263542,IGLOO,FR283I-WHITE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,27.6,19.1,2.6,3.2,215,244,4/10/2016,3/30/2016,"United States, Canada",ES_1120898_FR283I-WHITE03302016101825_70070218,No
2237846,IGLOO,FR320,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR320_04222015074924_8964126,No
2237773,IGLOO,FR320I,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR320I_04222015074935_8975991,No
2237830,IGLOO,FR320I-B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR320I-B_04222015074947_8987462,No
2303213,IGLOO,FR320I-B,"Refrigerator,FR320D,; Refrigerator,FR320I-B-BLACK,; Refrigerator,FR320I-B-RED,; Refrigerator,FR320I-E-BLACK,; Refrigerator,FR320I-E-BLUE,; Refrigerator,FR320I-E-GREEN,; Refrigerator,FR320I-E-RED,; Refrigerator,FR320I-E-WHITE,; Refrigerator,FR321I-P-C,; Refrigerator,FR322I-B,; Refrigerator,FR326-D-WHITE,; Refrigerator,FR326M-E-BLACK,; Refrigerator,FR326M-E-WHITE,; Refrigerator,FR328C-BLACK,; Refrigerator,FR376-B-BLUE,; Refrigerator,FR376-B-GREY,; Refrigerator,FR376-B-ORANGE,; Refrigerator,FR376-B-PURPLE,; Refrigerator,FR376-B-RED,; Refrigerator,RFR321-B-BLACK,; Refrigerator,RFR321-B-WHITE,; Refrigerator,RFR322-B,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.6,18.5,3.2,3.2,197,244,7/26/2017,9/6/2017,United States,ES_1120898_FR320I-B_09062017141421_1820648,No
2303214,IGLOO,FR320I-B,"Refrigerator,FR320D,; Refrigerator,FR320I-B-BLACK,; Refrigerator,FR320I-B-RED,; Refrigerator,FR320I-E-BLACK,; Refrigerator,FR320I-E-BLUE,; Refrigerator,FR320I-E-GREEN,; Refrigerator,FR320I-E-RED,; Refrigerator,FR320I-E-WHITE,; Refrigerator,FR321I-P-C,; Refrigerator,FR322I-B,; Refrigerator,FR326-D-WHITE,; Refrigerator,FR326M-E-BLACK,; Refrigerator,FR326M-E-WHITE,; Refrigerator,FR328C-BLACK,; Refrigerator,FR376-B-BLUE,; Refrigerator,FR376-B-GREY,; Refrigerator,FR376-B-ORANGE,; Refrigerator,FR376-B-PURPLE,; Refrigerator,FR376-B-RED,; Refrigerator,RFR321-B-BLACK,; Refrigerator,RFR321-B-WHITE,; Refrigerator,RFR322-B,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.6,18.5,3.2,3.2,197,244,7/26/2017,9/6/2017,United States,ES_1120898_FR320I-B_09062017141421_1820649,No
2244440,IGLOO,FR320I-B-RED,"Refrigerator,FR320D,; Refrigerator,FR320I-B-BLACK,; Refrigerator,FR322I-B,; Refrigerator,FR326-D-WHITE,; Refrigerator,RFR321-B-BLACK,; Refrigerator,RFR321-B-WHITE,; Refrigerator,RFR322-B,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.9,18.6,3.2,3.2,204,244,6/30/2015,6/16/2015,"United States, Canada",ES_1120898_FR320I-B-RED_07242015112723_3177433,No
2267040,IGLOO,FR320I-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,5/20/2016,5/18/2016,"United States, Canada",ES_1120898_FR320I-C_05022016115120_70076028,No
2274765,IGLOO,FR320I-D-BLUE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,8/12/2016,7/26/2016,"United States, Canada",ES_1128884_FR320I-D-BLUE_07272016043037_70082873,No
2274764,IGLOO,FR320I-D-LIME,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,8/12/2016,7/26/2016,"United States, Canada",ES_1128884_FR320I-D-LIME_07272016043037_70082873,No
2274767,IGLOO,FR320I-E-ORANGE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,8/12/2016,7/26/2016,"United States, Canada",ES_1128884_FR320I-E-ORANGE_07272016043037_70082873,No
2274766,IGLOO,FR320I-E-PURPLE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,8/12/2016,7/26/2016,"United States, Canada",ES_1128884_FR320I-E-PURPLE_07272016043037_70082873,No
2237753,IGLOO,FR321,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR321_04222015074958_8998366,No
2237754,IGLOO,FR321-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR321-C_04222015075010_9010775,No
2237755,IGLOO,FR321I,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR321I_04222015075022_9022933,No
2237741,IGLOO,FR321I-P,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR321I-P_04222015075038_9038892,No
2237756,IGLOO,FR321I-P-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR321I-P-C_04222015075055_9055842,No
2267038,IGLOO,FR321I-P-D,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,5/20/2016,5/18/2016,"United States, Canada",ES_1120898_FR321I-P-D_05022016115120_70076028,No
2237774,IGLOO,FR322,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR322_04222015075108_9068178,No
2237781,IGLOO,FR322I,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR322I_04222015075121_9081220,No
2237762,IGLOO,FR322I-B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR322I-B_04222015075133_9093008,No
2267039,IGLOO,FR322I-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,5/20/2016,5/18/2016,"United States, Canada",ES_1120898_FR322I-C_05022016115120_70076028,No
2237742,IGLOO,FR326-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR326-C_04222015075148_9108825,No
2263541,IGLOO,FR326-E-WHITE,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,4/10/2016,3/30/2016,"United States, Canada",ES_1120898_FR326-E-WHITE03302016101825_70070218,No
2237844,IGLOO,FR326M-C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR326M-C_04222015075205_9125644,No
2257582,IGLOO,FR326M-C-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,3/1/2016,1/28/2016,"United States, Canada",ES_1120898_FR326M-C-BLACK_01262016060353_70060460,No
2267846,IGLOO,FR326M-C-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,5/15/2016,5/23/2015,United States,ES_1120898_FR326M-C-BLACK_05232016091218_4738816,No
2257580,IGLOO,FR326M-D-BLACK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.2,3.2,219,244,3/1/2016,1/28/2016,"United States, Canada",ES_1120898_FR326M-D-BLACK_01262016060353_70060460,No
2215193,IGLOO,FR328,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.7,18.7,3.2,3.2,218,244,10/20/2014,7/8/2014,"United States, Canada",ES_1120898_FR328_05072014055948_2718490,No
2237759,IGLOO,FR328B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR328B_04222015075218_9138603,No
2237827,IGLOO,FR328C,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR328C_04222015075229_9149153,No
2237761,IGLOO,FR328D,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,31.5,17.5,3.2,3.2,220,244,6/1/2015,4/22/2015,"United States, Canada",ES_1120898_FR328D_04222015075241_9161712,No
