ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Type,Product_Class,Defrost_Type,Compact,Built-in,Height_Inches,Width_Inches,Capacity_Volume,Adjusted_Volume,Estimated_Annual_Energy_Use,US_Federal_Standard_Energy_Use,Date_Available,Date_Certified,Markets,CB_Model_Identifier,
2229666,Absocold,ARD1033F*14R/L,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59,24,10.3,12.1,297,331,12/8/2014,12/4/2014,United States,ES_0092255_ARD1033F*14R/L_12042014111045_70017616,Yes
2221127,Absocold,ARD104AB14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,20,15,1.1,1.1,242,269,9/30/2014,9/29/2014,United States,ES_0092255_ARD104AB14R/L_10022014111547_2767635,No
2221128,Absocold,ARD204AB14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,22,19,2,2,249,278,9/30/2014,9/29/2014,United States,ES_0092255_ARD204AB14R/L_10022014111547_2767635,No
2221129,Absocold,ARD204ABS14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,22,19,2,2,249,278,9/30/2014,9/29/2014,United States,ES_0092255_ ARD204ABS14R/L _10022014111547_2767635,No
2218001,Absocold,ARD244A*10R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,25,18.6,2.3,2.3,223,280,8/25/2014,8/27/2014,United States,ES_0092255_ ARD244A*10R/L _08272014021903_2752402,No
2218005,Absocold,ARD298C*14R/L,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.3,18.6,3,3.6,319,357,8/1/2014,8/27/2014,United States,ES_0092255_ ARD298C*14R _08272014021903_2752402,No
2218013,Absocold,ARD369A*14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,33.3,18.6,3.6,3.6,262,292,8/18/2014,8/27/2014,United States,ES_0092255_ARD369A*14R/L_08272014021903_2752402,No
2218024,Absocold,ARD484F*10R/L,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,46,18.6,4.8,5.8,346,408,9/5/2014,8/27/2014,United States,ES_0092255_ARD484F*10R/L_08272014021903_2752402,No
2220334,Amana,AMA31**E,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,32.7,18.8,3.1,3.8,320,358,9/25/2014,9/10/2014,"United States, Canada",ES_22856_AMA31**E_08292014121549_70010880,No
2206035,Amana,AMA43BKE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,22,19.9,4.2,4.2,228,290,3/13/2014,3/7/2014,"United States, Canada",ES_1108549_AMA43BKE_03122014054518_2688030,No
2298477,Amana,AMA43R**E,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_22856_AMA43R**E_05172017115223_70134709,No
2300225,Amana,AMA43R**E,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,31.7,19.9,4.3,4.3,268,291,10/23/2017,5/24/2017,"United States, Canada",ES_22856_AMA43R**E_07192017082112_70134709,No
2253717,Amana,ART348FFF***,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,65.4,29.8,18.2,22.1,370,412,12/14/2015,11/19/2015,"United States, Canada",ES_0022856_ART348FFF***_11222015014057_70054450,Yes
2272160,Amana,ART348FFF***,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,65.4,29.8,18.2,22.1,455,496,12/14/2015,6/14/2016,"United States, Canada",ES_0022856_ART348FFF***_07112016115240_70084302,Yes
2260795,Arcitc King,AFRM016AEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,2/1/2016,2/16/2015,United States,ES_1030337_AFRM016AEB_02262016110322_4602889,No
2260796,Arcitc King,AFRM033AEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,2/1/2016,2/16/2015,United States,ES_1030337_AFRM033AEB_02262016110349_4629989,No
2260797,Arcitc King,AFRM045AES,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,19.7,4.4,4.5,226,254,2/1/2016,2/16/2015,United States,ES_1030337_AFRM045AES_02262016110402_4642499,No
2260798,Arcitc King,ATMP032AEB,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,2/1/2016,2/16/2015,United States,ES_1030337_ATMP032AEB_02262016110414_4654524,No
2260799,Arcitc King,ATMP032AES,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,2/1/2016,2/16/2015,United States,ES_1030337_ATMP032AES_02262016110431_4671077,No
2272223,Arctic King,ABDA049AS,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,33.7,24.8,4.9,4.9,270,304,7/30/2016,7/12/2016,"United States, Canada",ES_1030337_ABDA049AS_07112016113031_70087781,No
2297326,Arctic King,AFRM016BEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.3,18.5,1.6,1.6,207,232,6/7/2017,6/7/2017,"United States, Canada",ES_1030337_AFRM016BEB_06082017040642_4802864,No
2210481,Arctic King,AFRM024AES,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,24.8,17.5,2.4,2.4,213,238,5/30/2014,5/13/2014,United States,ES_1030337_AFRM024AES_05152014191325_1205231,No
2260336,Arctic King,AFRM026AEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,28.7,18.3,2.6,2.6,215,239,4/1/2016,2/17/2016,"United States, Canada",ES_1030337_AFRM026AEB_02032016050255_70061023,No
2260337,Arctic King,AFRM026AES,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,28.7,18.3,2.6,2.6,215,239,4/1/2016,2/17/2016,"United States, Canada",ES_1030337_AFRM026AES_02032016050255_70061023,No
2293777,Arctic King,AFRM033BEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.9,18.6,3.3,3.3,220,245,4/1/2017,4/6/2017,United States,ES_1030337_AFRM033BEB_04072017071459_9299491,No
2235748,Arctic King,AFRM044AEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,33.8,4.4,4.4,228,254,5/20/2015,4/3/2015,United States,ES_1030337_AFRM044AEB_04032015070310_4590277,No
2235749,Arctic King,AFRM044AES,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,33.8,4.4,4.4,228,254,5/20/2015,4/3/2015,United States,ES_1030337_AFRM044AES_04032015070321_4601094,No
2235750,Arctic King,AFRM044AEW,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,33.8,4.4,4.4,228,254,5/20/2015,4/3/2015,United States,ES_1030337_AFRM044AEW_04032015070332_4612106,No
2223784,Blomberg,BRFB1042WHN,"K60310HU,BRFB1042SLN,; K60310HU,BRFB1042SSN,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,56.8,19.7,8.8,10.8,370,413,8/27/2014,10/28/2014,"United States, Canada",ES_1036108_BRFB1042WHN_08282014175518_9697992,No
2254871,Blomberg,BRFB1052FFBIN,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,72,22,8,9.4,465,509,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1052FFBIN_12022015102143_436517,No
2223801,Blomberg,BRFB1152SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,37.8,19.7,9.8,11.8,378,421,8/27/2014,10/16/2014,"United States, Canada",ES_1036108_BRFB1152SSN_09192014151242_8852655,No
2254849,Blomberg,BRFB1312SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,73,24,11.3,14,395,441,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1312SS_12022015102902_6977197,No
2254822,Blomberg,BRFB1322SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,73,24,11.1,13.5,475,520,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1322SS_12022015102346_5770685,No
2223805,Blomberg,BRFB1452SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,41.7,24.3,13.8,16.1,412,459,8/27/2014,10/28/2014,"United States, Canada",ES_1036108_BRFB1452SSN_09192014152623_9926111,No
2254859,Blomberg,BRFB1512SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,76,28,16.8,20.7,445,500,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1512SS_12022015103322_125543,No
2254855,Blomberg,BRFB1522SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,76,28,16.4,20,525,578,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1522SS_12022015103118_4184839,No
2226085,Blomberg,BRFB1812SS,"K74505NU,BRFB1812SSL,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,46.7,24.8,16.2,20.1,444,495,6/30/2014,11/26/2014,"United States, Canada",ES_1036108_BRFB1812SS_08282014140802_2101404,No
2254868,Blomberg,BRFB1812SSLN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,68,30,16.2,20.1,444,495,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1812SSLN_12022015094648_2999536,No
2274416,Arctic King,ATMP031AEB,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,19.4,18.6,3.1,3.8,270,358,6/30/2016,8/8/2016,"United States, Canada",ES_1030337_ATMP031AEB_08092016073105_7865280,No
2254867,Blomberg,BRFB1812SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,68,30,16.2,20.1,444,495,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1812SSN_12022015094648_8339654,No
2254864,Blomberg,BRFB1822SSLN,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68,30,16.2,20.1,528,579,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1822SSLN_12022015094409_798151,No
2254863,Blomberg,BRFB1822SSN,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68,30,16.2,20.1,528,579,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1822SSN_12022015094408_1110956,No
2242289,Blomberg,BRFD2230SS,",BRFD2230SS,Manufacturers Basic Model number for family: G91629NWU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.7,37.7,18.7,22.9,551,604,6/24/2015,6/24/2015,"United States, Taiwan, Canada",ES_1036108_BRFD2230SS_06262015113507_7531091,No
2226084,Blomberg,BRFD2650SSN,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,72.8,35.8,23.4,29.4,680,747,11/11/2014,11/18/2014,"United States, Canada",ES_1036108_BRFD2650SSN_11202014113510_1220209,No
2265288,Blomberg,BRFD2652SS,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,72.8,35.8,23.4,29.4,680,747,11/11/2014,11/18/2014,"United States, Canada",ES_1036108_BRFD2652SS_04222016085603_506250,No
2256566,Blomberg,BRFT1522SS,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,68,28,12.6,14.8,400,437,10/12/2015,1/12/2016,"United States, Taiwan, Canada",ES_1036108_BRFT1522SS_11302015134610_7141687,Yes
2306587,Blomberg,G91631NELU,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,70.5,35.8,19.3,24.1,583,639,11/23/2015,11/20/2017,"United States, Taiwan, Canada",ES_1036108_G91631NELU_10262017120403_8633539,No
2307167,"Blomberg, beko",K76540NEBWU,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.5,29.8,16.4,20,557,609,11/30/2017,12/1/2017,"United States, Canada",ES_1036108_K76540NEBWU_11302017173331_2871972,No
2276488,Bosch,B09IB80NSP,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,69.8,22,9,10.8,394,438,8/25/2016,8/24/2016,"United States, Canada",ES_0031649_B09IB80NSP_08252016045707_70092810,No
2288537,Bosch,B09IB81NSP,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,69.8,22,9,9.1,394,422,1/1/2017,12/22/2016,"United States, Canada",ES_0031649_B09IB81NSP_12222016042727_70113304,No
2214123,Arctic King,ATMA100AEB,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,11.9,296,330,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA100AEB_06102014031821_2731476,Yes
2214124,Arctic King,ATMA100AES,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,11.9,296,330,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA100AES_06102014031821_2731476,Yes
2214122,Arctic King,ATMA100AEW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,11.9,296,330,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA100AEW_06102014031821_2731476,Yes
2214126,Arctic King,ATMA115AEB,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA115AEB_06102014031821_2731476,Yes
2214127,Arctic King,ATMA115AES,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA115AES_06102014031821_2731476,Yes
2214125,Arctic King,ATMA115AEW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,6/26/2014,6/10/2014,"United States, Canada",ES_1030337_ATMA115AEW_06102014031821_2731476,Yes
2274417,Arctic King,ATMP031AES,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,19.4,18.6,3.1,3.8,270,358,6/30/2016,8/8/2016,"United States, Canada",ES_1030337_ATMP031AES_08092016073118_7878650,No
2274418,Arctic King,ATMP031AET,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,19.4,18.6,3.1,3.8,270,358,6/30/2016,8/8/2016,"United States, Canada",ES_1030337_ATMP031AET_08092016073130_7890006,No
2274419,Arctic King,ATMP031AEW,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,19.4,18.6,3.1,3.8,270,358,6/30/2016,8/8/2016,"United States, Canada",ES_1030337_ATMP031AEW_08092016073143_7903351,No
2210483,Arctic King,FKAFRM024AEU,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,24.8,17.5,2.4,2.4,213,238,5/30/2014,5/13/2014,United States,ES_1030337_FKAFRM024AEU_05152014191341_1221863,No
2210484,Arctic King,FKATMP031AEB,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,5/30/2014,5/13/2014,United States,ES_1030337_FKATMP031AEB_05152014191309_1189487,No
2210485,Arctic King,FKATMP031AEW,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,5/30/2014,5/13/2014,United States,ES_1030337_FKATMP031AEW_05152014191256_1176684,No
2307230,Attitude,AT16B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.9,1.4,1.4,205,230,11/1/2017,12/4/2017,"United States, Canada",ES_1130401_AT16B_12042017115640_8600247,No
2223800,Attitude,AT16BF,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,11/1/2014,10/28/2014,"United States, Canada",ES_1130401_AT16BF_10282014154539_1139163,No
2263345,Avalon,A1-1.6CFSDBLK,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,3/20/2016,3/23/2016,United States,ES_1132323_A1-1.6CFSDBLK_03252016091418_7258074,No
2263346,Avalon,A1-1.6CFSDSS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,3/20/2016,3/23/2016,United States,ES_1132323_A1-1.6CFSDSS_03252016091429_7269666,No
2263341,Avalon,A1-3.1CFDDBLK,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,3/20/2016,3/23/2016,United States,ES_1132323_A1-3.1CFDDBLK_03252016091442_7282050,No
2263342,Avalon,A1-3.1CFDDSS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33,18.5,3.1,3.8,270,358,3/20/2016,3/23/2016,United States,ES_1132323_A1-3.1CFDDSS_03252016091453_7293810,No
2216363,Avanti,AR2406W,",AR2416B,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,25,18.5,2.2,2.2,230,279,7/21/2014,7/22/2014,United States,ES_92257_AR2406W_07212014164849_4965174,No
2303594,Avanti,AR24T3S,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,24.9,18.5,2.4,2.4,238,281,9/1/2017,9/14/2017,United States,ES_92257_AR24T3S_09122017132724_1491662,No
2215460,Avanti,AR321BB,",AR323SB,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,33.5,18.7,3.2,3.2,259,289,7/9/2014,8/27/2014,United States,ES_92257_AR321BB_07092014154345_4110223,No
2215426,Avanti,AR4446B,"AR4456SS,,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,32.7,19.7,4.4,4.4,269,300,7/9/2014,7/10/2014,United States,ES_92257_AR4446B_07092014155859_6016198,No
2263737,Avanti,AR52T3SB,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,33.7,23.4,5.2,5.2,258,307,4/1/2016,4/6/2016,"United States, Canada",ES_0092257_AR52T3SB04032016015944_70072708,No
2230027,Avanti,FF116D0W,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,12/24/2014,12/23/2014,"United States, Canada",ES_1128872_FF116D0W_12242014115404_70018990,Yes
2293986,Avanti,FF21D0W,",FF21D1B,; ,FF21D3S,",Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,67,33,21,25.6,396,440,4/10/2017,4/10/2017,"United States, Canada",ES_92257_FF21D0W_04112017062717_2037345,Yes
2215434,Avanti,FF45006W,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,43.5,19.1,4.3,5.1,359,399,6/25/2014,6/25/2014,"United States, Canada",ES_92257_FF45006W_06252014162621_991174,No
2232750,Avanti,FF99D0W,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,12,296,331,2/6/2015,1/28/2015,"United States, Canada",ES_0092257_FF99D0W_01292015103340_70021794,Yes
2242000,Avanti,FF99D3S,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,12,296,331,6/16/2015,6/18/2015,"United States, Canada",ES_0092257_FF99D3S_06182015075700_70036893,Yes
2231281,Avanti,FFBM102D0W,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,60,24,10.2,12.6,370,429,1/20/2015,1/20/2015,"United States, Canada",ES_92257_FFBM102D0W_01212015055835_9915010,No
2231282,Avanti,FFBM102D2P,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,60,24,10.2,12.6,370,429,1/20/2015,1/20/2015,"United States, Canada",ES_92257_FFBM102D2P_01212015055853_9933508,No
2242269,Avanti,FFBM102D3S,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,60,24,10.2,12.6,370,429,6/20/2015,6/26/2015,"United States, Canada",ES_92257_FFBM102D3S_06262015090226_9346088,No
2214594,Avanti,FFBM45136SS,,Compact,15 - Compact Refrigerator-Freezer - automatic defrost with Bottom-Mounted freezer,Automatic,Yes,No,44.4,19.1,4.5,5.6,340,405,7/7/2014,7/7/2014,United States,ES_92257_FFBM45136SS_07072014111550_6561512,No
2215468,Avanti,RA3106WT,"RA3116BT,,; RA3126PST,,; RA3136SST,,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.5,18.9,3.1,3.7,320,358,7/9/2014,7/10/2014,United States,ES_92257_RA3106WT_07092014155027_2381708,No
2294871,Avanti,RA31B0W,"RA31B1B, RA31B3S,RA31B1B, RA31B3S,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.5,18.5,3.1,3.7,320,358,4/16/2017,4/9/2017,United States,ES_92257_RA31B0W_04252017183523_0000001,No
2215469,Avanti,RA7306WT,"RA7316PST,,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,56.3,21.7,7.4,8.4,345,385,7/9/2014,7/10/2014,United States,ES_92257_RA7306WT_07092014155251_1173822,No
2295334,Avanti,RA7326BT,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,52.3,21.7,7.4,8.4,345,385,5/1/2017,4/28/2017,"United States, Canada",ES_92257_RA7326BT_04262017182802_7628442,No
2279901,Avanti,RM17T0W,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,20.8,17.7,1.7,1.7,194,232,9/22/2016,9/22/2016,"United States, Canada",ES_0092257_RM17T0W_09062016115902_70096721,No
2279902,Avanti,RM17T1B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,20.8,17.7,1.7,1.7,194,232,9/22/2016,9/22/2016,"United States, Canada",ES_0092257_RM17T1B_09062016115902_70096721,No
2279903,Avanti,RM17T3S,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,20.8,17.7,1.7,1.7,194,232,9/22/2016,9/22/2016,"United States, Canada",ES_0092257_RM17T3S_09062016115902_70096721,No
2232684,Avanti,RM27B2P,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,27.4,18.7,2.7,2.7,214,240,1/12/2015,1/13/2015,"United States, Canada",ES_92257_RM27B2P_01122015161728_3066522,No
2215457,Avanti,RM3316B,",RM3306W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.5,18.7,3.3,3.3,220,245,7/9/2014,7/10/2014,United States,ES_92257_RM3316B_07092014151134_5711633,No
2215459,Avanti,RM4406W,",RM4416B,; ,RM4436SS,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.7,19.7,4.4,4.4,228,254,7/9/2014,7/10/2014,United States,ES_92257_RM4406W_07092014153250_4381372,No
2263736,Avanti,RM52T1BB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.7,23.4,5.2,5.2,228,260,4/1/2016,4/6/2016,"United States, Canada",ES_0092257_RM52T1BB04032016015944_70072708,No
2214119,Avanti,RMS550PS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.5,30.9,5.6,7.3,338,379,6/25/2014,6/25/2014,"United States, Canada",ES_0092257_RMS550PS _06192014035200_2738658,No
2214120,Avanti,RMS551SS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,33.5,30.9,5.6,7.3,338,379,6/25/2014,6/25/2014,"United States, Canada",ES_0092257_RMS551SS_06192014035200_2738658,No
2294872,Avanti,RMX45B0W,"RMX45B1B, RMX45B3S,RMX45B1B, RMX45B3S,",Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,33.5,21.5,4.5,5,265,297,4/16/2017,4/9/2017,"United States, Canada",ES_92257_RMX45B0W_04252017185233_0000001,No
2254872,Beko,BBBF2410IM,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,72,22,8,9.4,465,509,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BBBF2410IM_12022015102143_868036,No
2254850,Beko,BFBF2413SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,73,24,11.3,14,395,441,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2413SS_12022015102902_553858,No
2254823,Beko,BFBF2413SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,73,24,11.1,13.5,475,520,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2413SSIM_12022015102346_6202204,No
2254857,Beko,BFBF2715GSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,76,28,16.4,20,525,578,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715GSIM_12022015103118_8995919,No
