Brand_Name_s__s,Product_Class_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRH1222R2,253.77125,12000.0,1100.0,10.9,10.9,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533S1,FFRE1533S1,15100.0,1275.0,11.8,11.8,No,No
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533S1,253.77150,15100.0,1275.0,11.8,11.8,No,No
Kenmore,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRH1822R2,253.77185,18500.0,1725.0,10.7,10.7,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833S2,FFRE1833S2,18000.0,1525.0,11.8,11.8,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833S2,FFRE18L3S2,18000.0,1525.0,11.8,11.8,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533S2,FFRE2533S2,25000.0,2425.0,10.3,10.3,No,No
Kenmore Elite,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533S2,253.77250,25000.0,2425.0,10.3,10.3,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA0833S1,FFTA0833S1,8000.0,750.0,10.6,10.6,No,No
Kenmore Elite,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA0833S1,253.77085,8000.0,750.0,10.6,10.6,No,No
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233S1,FFTA1233S1,12000.0,1140.0,10.5,10.5,No,No
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233S2,FFTA1233S2,12000.0,1140.0,10.5,10.5,No,No
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422R2,FFTH1422R2,14000.0,1505.0,9.3,9.3,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH0822R1,FFTH0822R1,8000.0,830.0,9.6,9.6,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH1022R2,FFTH1022R2,10000.0,1040.0,9.6,9.6,No,No
Arctic King,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTW-12ER5a,WTW-12ER5a,12000.0,1263.0,9.5,,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AEY05LV**,AEY05LV**,5050.0,450.0,11.1,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ08LT**,AEZ08LV**,8050.0,715.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ10AT**,AEZ10AV**,10100.0,890.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ12AT**,AEZ12AV**,12100.0,1075.0,11.2,11.3,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WWK05CM71N,WWK05CM71N,5000.0,446.0,11.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK08CR71N,WWK08CR71N,8000.0,708.0,11.2,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK12CR71N,WWK12CR71N,12000.0,1060.0,11.2,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WWK15CR71N,WWK15CR71N,15100.0,1348.0,11.1,,No,No
Arctic King,(16) Casement-Slider,WSC+08CR5,WSC+08CR5,8000.0,734.0,10.8,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WSO-12ER5A,WSO-12ER5A,12000.0,1100.0,10.9,,No,No
Arctic King,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTW+12CR5A,WTW+12CR5A,12000.0,1224.0,9.7,,No,No
Arctic King,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WWK-06CRN1-BK2,WWK-06CRN1-BK2,6000.0,536.0,11.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK-08CRN1-BK3,WWK-08CRN1-BK3,8000.0,708.0,11.2,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WWK-15CRN1-BK2,WWK-15CRN1-BK2,15100.0,1348.0,11.1,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WWK-18CRN1-MK2,WWK-18CRN1-MK2,18500.0,1652.0,11.1,,No,No
CE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,CE-WAC105,5000.0,451.0,11.0,,No,No
Rowa,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),RWAC-18CRA2//K8U(ES) (208V),17600.0,1490.0,11.8,,No,No
Haier,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",HWF05XCR,HWF05XCR-T,5000.0,445.0,11.0,11.2,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",ESA408N,HWR08XCR-T,8000.0,720.0,10.9,11.0,No,No
TGM,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWEUT15AR,MWEUT15AR,15100.0,1279.0,11.8,,No,No
TGM,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",MWEUT24BR,MWEUT24BR,25000.0,2427.0,10.3,,No,No
BLACK+DECKER,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),BWAC06WT,6000.0,492.0,12.1,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),BWAC08WTST,8000.0,661.0,12.0,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),BWAC10WTST,10000.0,840.0,12.0,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),BWAC10WT,10000.0,840.0,12.0,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),BWAC12WTST,12000.0,980.0,12.0,,No,No
Black Decker,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),BWAC06WT,6000.0,492.0,12.1,,No,No
Coast air,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CEW183AS,CEW183AS,18000.0,1513.0,11.8,,No,No
ARTICA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AR12WI,AR12WI,12100.0,1075.0,11.1,11.2,No,No
ARTICA,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AR14WI,AR14WI,14450.0,1290.0,11.1,11.2,No,No
Emerson Quiet Kool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),E*RC8RE1,8000.0,661.0,12.0,,No,No
Emerson Quiet Kool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),E*RC18RE2 (230V),18000.0,1525.0,11.8,,No,No
Emerson Quiet Kool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),E*RC22RE2 (230V),22000.0,2140.0,10.3,,No,No
KUL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KU-WAC120,KU-WAC120,12000.0,1100.0,10.9,,No,No
Impecca,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",IWA06-KR15,IWA06-KR15,6000.0,536.0,11.0,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA08-KM15,IWA08-KM15,8000.0,734.0,10.9,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA08-KR15,IWA08-KR15,8000.0,734.0,10.9,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA12-KR15,IWA12-KR15,12000.0,1100.0,10.9,,No,No
Impecca,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ITAC08-KS21,ITAC08-KS21,8000.0,754.0,10.6,,No,No
Impecca,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ITAC10-KSA21,ITAC10-KSA21,10000.0,943.0,10.6,,No,No
Impecca,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ITAC10-KSB21,ITAC10-KSB21,10000.0,943.0,10.6,,No,No
Impecca,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ITAC12-KSB21,ITAC12-KSB21,12000.0,1142.0,10.5,,No,No
Impecca,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ITAC14-KR,ITAC14-KR,14000.0,1505.0,9.3,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA12-KM15,IWA12-KM15,12000.0,1100.0,10.9,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWAH08-KRA,IWAH08-KRA,8000.0,734.0,10.9,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWAH12-KRB,IWAH12-KRB,12000.0,1100.0,10.9,,No,No
Kool King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KWDUK-05CMN1-BCK0,KWDUK-05CMN1-BCK0,5000.0,446.0,11.0,,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AKW05CM71N,AKW05CM71N,5000.0,446.0,11.0,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AKW25CR72E,AKW25CR72E,25000.0,2427.0,10.3,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKTW10CR71E,AKTW10CR71E,10000.0,943.0,10.6,,No,No
Arctic King,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKTW12CR71E,AKTW12CR71E,12000.0,1142.0,10.5,,No,No
Crosley,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CACM08A1,CACM08A1,8000.0,708.0,11.3,,No,No
Crosley,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CACM10A1,CACM10A1,10000.0,885.0,11.3,,No,No
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",2PAHP18002 (230V),2PAHP18002 (230V),17300.0,1750.0,9.8,9.9,No,No
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",2PAHP18002 (208V),2PAHP18002 (208V),17000.0,1720.0,9.8,9.9,No,No
BLACK+DECKER,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,BWAC05MWTST,5000.0,451.0,11.0,,No,No
BLACK+DECKER,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,BWAC05MWT,5000.0,451.0,11.0,,No,No
TCL,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),BWAC06WTST,6000.0,492.0,12.1,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),BWAC08WTST,8000.0,661.0,12.0,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),BWAC08WT,8000.0,661.0,12.0,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),BWAC12WTST,12000.0,980.0,12.0,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),BWAC12WT,12000.0,980.0,12.0,,No,No
Emerson,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),EARC8RE1,8000.0,661.0,12.0,,No,No
Whirlpool,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),WHAW061BW,6000.0,492.0,12.1,,No,No
Whirlpool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),WHAW151BW,15000.0,1270.0,11.8,,No,No
Whirlpool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),WHAW182BW (230V),18000.0,1525.0,11.8,,No,No
Whirlpool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),WHAW242BW (208V),23600.0,2250.0,10.3,,No,No
Whirlpool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),WHAW242BW (230V),24000.0,2320.0,10.3,,No,No
TCL,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),TWAC-06CRA1/L1U(ES),6000.0,492.0,12.1,,No,No
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),TWAC-15CRA1/K8U(ES),15000.0,1270.0,11.8,,No,No
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),TWAC-18CRA2/K8U(ES) (230V),18000.0,1525.0,11.8,,No,No
TCL,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),TWAC-24CRA2/J3U(ES) (208V),23600.0,2250.0,10.3,,No,No
Norpole,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMND1C,NPRAC5KWGZ,5050.0,450.0,11.1,11.2,No,No
Norpole,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",GJC06BK-A3NRND2P,NPRAC6KEWGZ,6050.0,490.0,12.1,12.3,No,No
Norpole,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC12BR-A3NRND2C,NPRAC12KEWGZ,12100.0,1000.0,12.0,12.1,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMNE1C,GJC05BT-A3NMNE1C,5050.0,450.0,11.1,11.2,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NRNE1C,GJC05BT-A3NRNE1C,5050.0,450.0,11.1,11.2,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMNF1C,GJC05BT-A3NMNF1C,5050.0,450.0,11.1,11.2,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMND1C,GJC05BT-A3NMND1C,5050.0,450.0,11.1,11.2,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",G17-12ESHWAC,G17-12ESHWAC,12100.0,1000.0,12.0,12.1,No,No
Soleus Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WM1-10E-**,WM1-10E-**,10200.0,843.0,12.0,,No,No
Soleus Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WM1-12E2-**,WM1-12E2-**,12600.0,1041.0,12.0,,No,No
Soleus Air,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WM1-15E-**,WM1-15E-**,15400.0,1294.0,11.8,,No,No
Soleus Air,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WM1-18E-**,WM1-18E-**,18300.0,1538.0,11.8,,No,No
Soleus Air,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WS1-06E-**,WS1-06E-**,6400.0,525.0,12.1,,No,No
Soleus Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WS1-10E-**,WS1-10E-**,10200.0,843.0,12.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AKS12ER72,AKS12ER72,12000.0,1100.0,10.9,,No,No
Arctic King,(16) Casement-Slider,AKC10CR71,AKC10CR71,10000.0,961.0,10.4,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKTW08ER51,AKTW08ER51,8000.0,833.0,9.6,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKTW10CR62,AKTW10CR62,10000.0,943.0,10.6,,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AKW05CM71,AKW05CM71,5000.0,446.0,11.0,,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AKW05CR71,AKW05CR71,5000.0,410.0,12.1,,No,No
Arctic King,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AKW05CM71,AKW06CR71,6000.0,490.0,12.1,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AKW10CR71,AKW10CR71,10000.0,833.0,12.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AKW12CR71,AKW12CR71,12000.0,1000.0,12.0,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AKW15CR71,AKW15CR71,15100.0,1279.0,11.8,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AKW18CR72,AKW18CR72,18000.0,1525.0,11.8,,No,No
GREE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC14BY-A3NRNC5A,G17-12ESCWAC1,14300.0,1200.0,11.8,11.9,No,No
Amana,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,AMAP050BW,5000.0,451.0,11.01,,No,No
Amana,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),AMAP151BW,15000.0,1270.0,11.9,,No,No
Amana,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),AMAP222BW (208V),21600.0,2120.0,10.7,,No,No
Amana,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),AMAP242BW (230V),24000.0,2320.0,10.4,,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1237HNR,LT1237HNR,11200.0,1140.0,9.7,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1037HNR,LT1037HNR,10000.0,1020.0,9.7,,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMNC3B,G17-5MCVWAC,5050.0,450.0,11.1,11.2,No,No
GREE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC14BY-A3NRNH1A,G17-14ESCWAC,14300.0,1200.0,11.8,11.9,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMNC3B,G17-5MCVWAC1,5050.0,450.0,11.1,11.2,No,No
DAEWOO,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),DWC-F1068FRLE,10000.0,840.0,12.0,,No,No
Whirlpool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),WHAW101BW,10000.0,840.0,12.0,,No,No
Emerson,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),EARC10RE1,10000.0,840.0,12.0,,No,No
Perfect aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",3PATWH14002,3PATWH14002,14000.0,1505.0,9.3,,No,No
Perfect aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",3PATWH12002,3PATWH12002,12000.0,1263.0,9.5,,No,No
Perfect aire,(16) Casement-Slider,3PASC10000,3PASC10000,10000.0,961.0,10.4,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",3PACH8000,3PACH8000,8000.0,734.0,10.9,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",3PACH12000,3PACH12000,12000.0,1100.0,10.9,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",5SAC12000,5SAC12000,12000.0,1000.0,12.0,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",5SAC10000,5SAC10000,10000.0,833.0,12.0,,No,No
Perfect aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",3PNC18000,3PNC18000,18500.0,1729.0,10.7,,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230V),AEH18DV**,18000.0,1510.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208V),AEH18DV**,17600.0,1480.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230V),AEHL8DV**,18000.0,1510.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230V),AEM18DV**,18000.0,1510.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208V),AEM18DV**,17600.0,1480.0,11.8,11.9,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8015HR,1001088851,7500.0,670.0,11.0,11.2,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6015ER,1000026799,6000.0,520.0,11.3,11.5,No,No
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2515ER,1000026822,24500.0,2500.0,9.8,9.8,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1815HR,1001088824,18000.0,1600.0,11.1,11.2,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1515ER,1000026815,15000.0,1330.0,11.1,11.2,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1215HR,1001088811,12000.0,1060.0,11.2,11.3,No,No
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080BBU*,DAC080BBUWDB,8000.0,666.0,12.3,,No,No
Danby,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",DAC150BBC*,DAC150BBCWDB,15000.0,1279.0,12.0,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",5PAC10000,5PAC10000,10000.0,833.0,12.0,,No,No
Perfect aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",5PAC12000,5PAC12000,12000.0,1000.0,12.0,,No,No
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",EP12G33B-A,EP12G33B-A,12000.0,1060.0,11.2,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216HRY7,LW1216HRY7,12000.0,1060.0,11.2,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8017ERSM,LW8017ERSM,8000.0,660.0,12.0,,No,No
Haier,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",ESAQ406P,ESAQ406T-H,6000.0,490.0,12.2,,No,No
SOLEUSAIR Icongo,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WS2-06E-***,WS2-06E-***,6000.0,495.0,12.1,,No,No
SOLEUSAIR Icongo,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WS2-08E-***,WS2-08E-***,8000.0,667.0,12.0,,No,No
SOLEUSAIR Icongo,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WS2-10E-***,WS2-10E-***,10000.0,833.0,12.0,,No,No
SOLEUSAIR Icongo,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WS2-12E-***,WS2-12E-***,12000.0,1000.0,12.0,,No,No
SOLEUSAIR Icongo,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WS2-18E-***,WS2-18E-***,18000.0,1530.0,11.8,,No,No
SOLEUSAIR Icongo,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WS2-05M-***,WS2-05M-***,5000.0,455.0,11.2,,No,No
Coast air,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",CMW051A,CMW051A,5000.0,455.0,11.2,,No,No
