ES_ID,Brand_Name,Model_Name,Model_Number,Additional_Model_Information,UPC,Type,HeatPumpTech,Voltage,Drum_Capacity,Height,Width,Depth,Combined_Energy_Factor,Estimated_Annual_Energy_Use,Estimated_Energy_Test_Cycle_Time_minutes,Energy_Test_Cycle_Information,Additional_Dryer_Features,VentedORVentless,Connected,Connects_Using,V,W,CEF_Max_Dryness,Paired_Washer,Z,Market_Date,Date_Certified,Markets,CB_Model_Identifier,Meets_ENERGY_STAR_Most_Efficient_2017_Criteria
2301400,Asko,T208H.W.U,T208H.W.U,,588196,Electric,Heat Pump,240,3.9,332.67,234.25,251.97,4.5,189,60,"Auto, Normal","Drum light,Time remaining display,Wrinkle prevention option,Filter cleaning indicator",Vented,No,,,,3.65,Yes,ES_1123023_W2084.W.US_07122017080224_70145269,9/1/2017,7/20/2017,"United States, Canada",ES_1123023_T208H.W.U_08032017015947_70148998,No
2289056,Beko,HPD24400W,HPD24400W,,7188286040,Electric,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Time remaining display,Drum light,Filter cleaning indicator",Ventless,No,,,,5.78,Yes,7188286040,10/1/2015,1/20/2017,"United States, Canada",ES_1036108_HPD24400W_01202017203338_4418005,Yes
2289057,Beko,HPD24412W,HPD24412W,,7188286010,Electric,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Time remaining display,Drum light,Filter cleaning indicator",Ventless,No,,,,5.78,Yes,7188286010,10/1/2015,1/20/2017,"United States, Canada",ES_1036108_HPD24412W_01202017203310_4390623,Yes
2289054,Blomberg,DHP24400W,DHP24400W,,7188286030,Electric,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Time remaining display,Drum light,Filter cleaning indicator",Ventless,No,,,,5.78,Yes,2236194,6/1/2015,1/20/2017,"United States, Canada",ES_1036108_DHP24400W_01202017210302_6182999,Yes
2289055,Blomberg,DHP24412W,DHP24412W,,7188286020,Electric,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Time remaining display,Drum light,Filter cleaning indicator",Ventless,No,,,,5.78,Yes,2236191,6/1/2015,1/20/2017,"United States, Canada",ES_1036108_DHP24412W_01202017205610_5770588,Yes
2238756,Bosch,WTG86401UC,WTG86401UC,,8.25E+11,Electric,,240,4,34,24,25,2.73,311,30,Cotton Dry,Sanitization cycle,Ventless,No,,,,,Yes,"WAT28400UC,WAT28401UC,WAT28402UC",5/1/2015,3/12/2015,"United States, Canada",ES_31649_WTG86401UC_03122015101541_6055414,No
2242246,Bosch,WTG86402UC,WTG86402UC,,8.25E+11,Electric,,240,4,34,24,25,2.73,311,30,Cotton Dry,Sanitization cycle,Ventless,No,,,,,Yes,"WAT28400UC,WAT28401UC,WAT28402UC",6/16/2015,3/12/2015,"United States, Canada",ES_31649_WTG86402UC_06232015164027_9869806,No
2295158,Bosch,WTG865H2UC,WTG865H2UC,,8.25E+11,Electric,,240,4,34,23.6,25,2.73,311,30,"Cotton Dry, Dryness level set to ""dry""","Drum light,Wrinkle prevention option,Sanitization cycle",Ventless,Yes,Wi-Fi,Other,,,Yes,WAW285H2UC,3/28/2017,5/1/2017,"United States, Canada",ES_31649_WTG865H2UC_03282017085852_7577173,No
2292846,Crosley,CED7464G**,CED7464G**,,8.83E+11,Electric,,,7.4,34,24,25,3.93,608,76,"NORMAL CYCLE, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Time remaining display,Wrinkle prevention option,Other",Vented,No,,,,,Yes,ES_92264_CFWH4084G**_01282017165803_2683820,3/13/2017,1/27/2017,United States,ES_22856_CED7464G**_03232017015519_4119093,No
2286359,Electrolux,EFDC317****,EFDC317****,,12505386992,Electric,,,8,38,0,31.25,3.93,608,50,"NORMAL
NORMAL TEMP 
NORMAL DRY 
ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLW317****,1/2/2017,12/16/2016,Canada,ES_1021080_EFDC317****_12162016171353_8433822,No
2286360,Electrolux,EFDE317****,EFDE317****,,12505386985,Electric,,,8,38,0,31.25,3.93,608,50,"NORMAL
NORMAL TEMP 
NORMAL DRY 
ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLW317****,1/2/2017,12/16/2016,United States,ES_1021080_EFDE317****_12162016171416_8456738,No
2286361,Electrolux,EFDG317****,EFDG317****,,12505387005,Gas,,,8,38,0,31.25,3.48,687,54,"NORMAL
NORMAL TEMP 
NORMAL DRY 
ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLW317****,1/2/2017,12/16/2016,"United States, Canada",ES_1021080_EFDG317****_12162016171438_8478212,No
2260139,Electrolux,EFMC417****,EFMC417****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS417***,2/9/2016,2/19/2016,Canada,ES_1021080_EFMC417****_02152016192610_4370218,No
2260144,Electrolux,EFMC517****,EFMC517****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS517***,2/9/2016,2/19/2016,Canada,ES_1021080_EFMC517****_02152016192415_4255737,No
2260140,Electrolux,EFMC617****,EFMC617****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS617***,2/9/2016,2/19/2016,Canada,ES_1021080_EFMC617****_02152016192222_4142744,No
2260141,Electrolux,EFME417****,EFME417****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS417***,2/9/2016,2/19/2016,United States,ES_1021080_EFME417****_02152016192532_4332028,No
2248026,Speed Queen,LTGA5FSP113+,LTGA5FSP113+,,1,Gas,,,7,75.38,26.88,28,3.48,687,76,"Normal ECO, Low Temp, Near Dry Dryness",Time remaining display,Vented,No,,,,,No,,9/1/2015,9/11/2015,United States,ES_1105877_LTGA5FSP113+_09152015015723_70043533,No
2260142,Electrolux,EFME517****,EFME517****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Time remaining display,Drum light,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,EFLS517***,2/9/2016,2/19/2016,United States,ES_1021080_EFME517****_02152016192300_4180414,No
2260143,Electrolux,EFME617****,EFME617****,,1,Electric,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS617***,2/9/2016,2/19/2016,United States,ES_1021080_EFME617****_02152016192144_4104308,No
2260145,Electrolux,EFMG417****,EFMG417****,,1,Gas,,,8,38,27.13,31.25,3.48,687,54,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS417***,2/9/2016,2/19/2016,"United States, Canada",ES_1021080_EFMG417****_02152016205418_9658434,No
2260146,Electrolux,EFMG517****,EFMG517****,,1,Gas,,,8,38,27.13,31.25,3.48,687,54,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS517***,2/9/2016,2/19/2016,"United States, Canada",ES_1021080_EFMG517****_02152016205314_9594244,No
2216956,LG,DLE3170*,DLE3170*,,48231014748,Electric,,,7.4,42.75,27,28.33,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_DLE3170*_08012014035936_2749997,No
2294651,LG,DLE3180*,DLE3180*,,1,Electric,,,7.4,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,4/13/2017,4/13/2017,"United States, Canada",ES_1118034_DLE3180*_04202017041626_70132177,No
2294648,LG,DLE7050*,DLE7050*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,4/13/2017,4/13/2017,"United States, Canada",ES_1118034_DLE7050*_04202017041626_70132177,No
2290268,LG,DLE7200*E,DLE7200*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,2/25/2017,2/8/2017,"United States, Canada",ES_1118034_DLE7200*E_02082017044347_70120957,No
2216955,LG,DLEX3370*,DLEX3370*,,"48,231,014,779,048,200,000,000,000,000,000,000",Electric,,,7.4,42.75,27,28.33,3.94,607,67,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_DLEX3370*_08012014035936_2749997,No
2216957,LG,DLEX4270*,DLEX4270*,,"48,231,014,496,048,200,000,000",Electric,,,7.4,38.69,27,30,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,8/22/2014,7/21/2014,"United States, Canada",ES_1118034_DLEX4270*_08012014035936_2749997,No
2290271,LG,DLEX4370*,DLEX4370*,,1,Electric,,,7.4,38.69,27,30,3.94,607,58,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,2/25/2017,2/8/2017,"United States, Canada",ES_1118034_DLEX4370*_02082017044347_70120957,No
2243308,LG,DLEX5000*,DLEX5000*,,48231015318,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,7/30/2015,7/10/2015,"United States, Canada",ES_1118034_DLEX5000*_07142015054611_70039216,No
2295778,LG,DLEX5005*,DLEX5005*,,1,Electric,,,7.4,38.69,27,30,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,5/24/2017,5/10/2017,"United States, Canada",ES_1118034_DLEX5005*_05112017113153_70137001,No
2243309,LG,DLEX5500*,DLEX5500*,,1,Electric,,,7.4,38.69,27,30,3.94,607,68,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,7/30/2015,7/10/2015,"United States, Canada",ES_1118034_DLEX5500*_07142015054611_70039216,No
2225227,LG,DLEX5780*E,DLEX5780*E,,48231015561,Electric,,,7.3,45.44,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLEX5780*E_11172014020527_2776157,No
2290270,LG,DLEX7200*,DLEX7200*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,2/25/2017,2/8/2017,"United States, Canada",ES_1118034_DLEX7200*_02082017044347_70120957,No
2261844,LG,DLEX7600*,DLEX7600*,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/13/2016,2/27/2016,"United States, Canada",ES_1118034_DLEX7600*_03072016122407_70065980,No
2269220,Speed Queen,LTEA5FSP173**04,LTEA5FSP173**04,,1,Electric,,,7,78.19,26.88,27.75,3.93,608,76,"Normal ECO, Low Temp, Near Dry Dryness",Time remaining display,Vented,No,,,,,No,,6/6/2016,6/9/2016,United States,ES_0087091_LTEA5FSP173**04_06092016112051_70080290,No
2261845,LG,DLEX7600*E,DLEX7600*E,,48231017077,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,3/13/2016,2/27/2016,"United States, Canada",ES_1118034_DLEX7600*E_03072016122407_70065980,No
2225225,LG,DLEY1701*E,DLEY1701*E,,48231014601,Electric,,,7.3,40.19,27,28.94,3.94,607,67,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLEY1701*E_11172014020527_2776157,No
2290269,LG,DLEY1901*E,DLEY1901*E,,1,Electric,,,7.3,40.19,27,28.94,3.94,607,58,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,2/25/2017,2/8/2017,"United States, Canada",ES_1118034_DLEY1901*E_02082017044347_70120957,No
2245582,LG,DLG1502*,DLG1502*,,1,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/13/2015,8/12/2015,"United States, Canada",ES_1118034_DLG1502*_08132015060749_70041561,No
2245583,LG,DLG1502*E,DLG1502*E,,1,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/13/2015,8/12/2015,"United States, Canada",ES_1118034_DLG1502*E_08132015060749_70041561,No
2216962,LG,DLG3171*,DLG3171*,,48231014755,Gas,,,7.4,42.75,27,28.33,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_DLGX3171*_08012014043834_2751151,No
2294650,LG,DLG3181*,DLG3181*,,1,Gas,,,7.4,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,No,,,,,No,,4/13/2017,4/13/2017,"United States, Canada",ES_1118034_DLG3181*_04202017041626_70132177,No
2294649,LG,DLG7051*,DLG7051*,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,4/13/2017,4/13/2017,"United States, Canada",ES_1118034_DLG7051*_04202017041626_70132177,No
2286906,LG,DLG7201*E,DLG7201*E,,1,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,,,12/4/2016,12/13/2016,"United States, Canada",ES_1118034_DLG7201*E_12222016065418_70112790,No
2216961,LG,DLGX3371*,DLGX3371*,,"48,231,014,816,048,200,000,000,000,000,000,000",Gas,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_DLGX3371*_08012014043834_2751151,No
2216963,LG,DLGX4271*,DLGX4271*,,"48,231,014,472,048,200,000,000",Gas,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,No,,,,,No,,8/22/2014,7/31/2014,"United States, Canada",ES_1118034_DLGX4271*_08012014043834_2751151,No
2260147,Electrolux,EFMG617****,EFMG617****,,1,Gas,,,8,38,27.13,31.25,3.48,687,54,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,EFLS617***,2/9/2016,2/19/2016,"United States, Canada",ES_1021080_EFMG617****_02152016205232_9552616,No
2281224,GE,GFD49E**K***,GFD49E**K***,",GFD48E**K***,; ,GFD48ESPKDG,; ,GFD48ESPKRR,; ,GFD48ESSKWW,; ,GFD49ERPKDG,; ,GFD49ERPKRR,; ,GFD49ERSKWW,"," 08469182033, 08469182037, 08469182032, 08469182034,08469182035, 08469182036",Electric,,,8.3,47,28,34.38,3.93,608,77,"COTTONS CYCLE WITH THE DEFAULT EDRY ON, WHICH INCLUDES LOW TEMPERATURE SETTING AND DRY DRYNESS SETTING","Drum light,Time remaining display,Steam cycle,Other",Vented,No,,,,,Yes,GFW490R*K*** and GFW480S*K***,10/13/2016,10/12/2016,United States,ES_1123206_GFD49E**K***_10122016194625_1585797,No
2281076,GE,GFD49G**K***,GFD49G**K***,",GFD48G**K***,; ,GFD48GSPKDG,; ,GFD48GSPKRR,; ,GFD48GSSKWW,; ,GFD49GRPKDG,; ,GFD49GRPKRR,; ,GFD49GRSKWW,"," 08469182046, 08469182043, 08469182044,08469182045, 08469182047, 08469182042",Gas,,,8.3,47,28,34.38,3.48,687,69,"COTTONS CYCLE WITH THE DEFAULT EDRY ON, WHICH INCLUDES LOW TEMPERATURE SETTING AND DRY DRYNESS SETTING","Drum light,Time remaining display,Steam cycle,Other",Vented,No,,,,,Yes,"GFW490R*K***, GFW480S*K***",10/11/2016,10/11/2016,United States,ES_1123206_GFD49G**K***_10112016171924_6364021,No
2246396,GE,GTD65EB*J***,GTD65EB*J***,,8,Electric,,,7.4,43.7,26.96,30.48,3.93,608,60,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW680BSJ***_07162015225809_7489368,9/1/2015,8/23/2015,"United States, Canada",ES_1123206_GTD65EB*J***_08242015154618_1178596,No
2274066,GE,GTD65EB*K***,GTD65EB*K***,,7.58E+11,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,2243432,10/3/2016,8/3/2016,Canada,ES_1123206_GTD65EB*K***_08032016202124_5684267,No
2297023,GE,GTD65EBSJ0WS,GTD65EB*L***,,84691825111,Electric,,,7.4,43.7,26.96,30.48,3.93,608,60,"COTTONS CYCLE, LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,No,,,,,Yes,2243432,6/5/2017,6/5/2017,United States,ES_1123206_GTD65EB*L***_06052017120810_4490815,No
2246397,GE,GTD65GB*J***,GTD65GB*J***,,8,Gas,,,7.4,43.7,26.96,30.48,3.48,687,76,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW680BSJ***_07162015225809_7489368,9/1/2015,8/23/2015,"United States, Canada",ES_1123206_GTD65GB*J***_08242015155701_1821764,No
2274065,GE,GTD65GB*K***,GTD65GB*K***,,7.58E+11,Gas,,,7.4,43.7,26.96,30.48,3.48,687,77,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,2243432,10/3/2016,8/3/2016,"United States, Canada",ES_1123206_GTD65GB*K***_08032016202149_5709741,No
2297024,GE,GTD65GBSJ0WS,GTD65GB*L***,,84691825128,Gas,,,7.4,43.7,26.96,30.48,3.48,687,77,"COTTONS CYCLE, LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,No,,,,,Yes,2243432,6/5/2017,6/5/2017,United States,ES_1123206_GTD65GB*L***_06052017123211_5931413,No
2299202,GE,GTD75ECML***,GTD75ECML***,,7.58E+11,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS CYCLE / LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,7/1/2017,7/6/2017,Canada,ES_1123206_GTD75ECML***_07062017170010_0410417,No
2296977,GE,M74E_1_L,GTD75ECPL***,",GTD75ECPLDG,",84691825098,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS CYCLE / LOW TEMP / WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084084691825098,6/5/2017,6/2/2017,United States,ES_1123206_GTD75ECPL***_06022017183849_8729939,No
2296978,GE,M74E_1_L,GTD75ECSL***,",GTD75ECSLWS,",84691824121,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS CYCLE / LOW TEMP / WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,6/5/2017,6/2/2017,United States,ES_1123206_GTD75ECSL***_06022017183522_8522094,No
2299203,GE,GTD75GCML***,GTD75GCML***,,7.58E+11,Gas,,,7.4,43.7,26.96,30.48,3.48,687,75,COTTONS CYCLE / LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,7/1/2017,7/6/2017,Canada,ES_1123206_GTD75GCML***_07062017170144_0504053,No
2297011,GE,M74G_4_L,GTD75GCPL***,",GTD75GCPL0DG,",84691825104,Gas,,,7.4,43.7,26.96,30.48,3.48,687,75,COTTONS CYCLE / LOW TEMP / WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,6/5/2017,6/2/2017,United States,ES_1123206_GTD75GCPL***_06022017200011_3611781,No
2297012,GE,M74G_4_L,GTD75GCSL***,",GTD75GCSLWS,",84691824268,Gas,,,7.4,43.7,26.96,30.48,3.48,687,75,COTTONS CYCLE / LOW TEMP / WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,6/5/2017,6/2/2017,United States,ES_1123206_GTD75GCSL***_06022017195146_3106632,No
2267736,GE,GTD81ESPJ2MC,GTD81ESPJ2MC,,8469181040,Electric,,,7.8,44.5,28,31.9,3.93,608,69,"COTTONS CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON, WHICH INCLUDES LOW TEMPERATURE SETTING","Drum light,Time remaining display,Steam cycle,Energy monitor/indicator",Vented,No,,,,,Yes,ES_1123206_GTW810S*J***_04302015180548_7148523,12/21/2015,5/13/2016,United States,ES_1123206_GTD81ESPJ2MC_05132016163118_7078773,No
2267737,GE,GTD81ESSJ2WS,GTD81ESSJ2WS,,8469181039,Electric,,,7.8,44.5,28,31.9,3.93,608,69,"COTTONS CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON, WHICH INCLUDES LOW TEMPERATURE SETTING","Drum light,Time remaining display,Steam cycle,Energy monitor/indicator",Vented,No,,,,,Yes,ES_1123206_GTW810S*J***_04302015180548_7148523,12/21/2015,5/13/2016,United States,ES_1123206_GTD81ESSJ2WS_05132016163147_7107967,No
2238688,GE,GTD81GS*J***,GTD81GS*J***,,84691810445,Gas,,,7.8,44.5,28,31.9,3.48,687,68,COTTONS CYCLE/ LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW810S*J***_04302015180548_7148523,5/1/2015,4/15/2015,United States,ES_1123206_GTD81GS*J***_05042015175359_2039033,No
2238690,GE,GTD86ES*J***,GTD86ES*J***,,8,Electric,,,7.8,44.5,28,31.9,3.93,608,69,COTTONS CYCLE/ LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW860S*J***_04302015175921_6761983,5/1/2015,4/15/2015,United States,ES_1123206_GTD86ES*J***_04172015164445_9085180,No
2238689,GE,GTD86GS*J***,GTD86GS*J***,,8,Gas,,,7.8,44.5,28,31.9,3.48,687,68,COTTONS CYCLE/ LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW860S*J***_04302015175921_6761983,5/1/2015,4/15/2015,United States,ES_1123206_GTD86GS*J***_05042015175141_1901305,No
2252704,GE,GTX65EB*J***,GTX65EB*J***,,8,Electric,,,6.2,43.7,26.96,26.75,3.93,608,59,"COTTONS CYCLE WITH DEFAULT DRYNESS SETTING OF DRY, LOW TEMP, AND DEFAULT EDRY ON","Drum light,Time remaining display,Wrinkle prevention option,Sanitization cycle",Vented,No,,,,,Yes,GTW680BSJ***,11/20/2015,11/16/2015,United States,ES_1123206_GTX65EB*J***_11162015221610_2170044,No
2253651,GE,GTX65GB*J***,GTX65GB*J***,,8,Gas,,,6.2,43.7,26.96,26.75,3.48,687,77,"COTTONS CYCLE WITH DEFAULT DRYNESS SETTING OF DRY, LOW TEMP, AND DEFAULT EDRY ON.","Drum light,Time remaining display,Wrinkle prevention option,Sanitization cycle",Vented,No,,,,,Yes,ES_1123206_GTW680BSJ***_07162015225809_7489368,11/27/2015,11/25/2015,United States,ES_1123206_GTX65GB*J***_11252015204623_4383686,No
