ES_ID,Brand_Name,Model_Name,Model_Number,Additional_Model_Information,UPC,Type,HeatPumpTech,Voltage,Drum_Capacity,Height,Width,Depth,Combined_Energy_Factor,Estimated_Annual_Energy_Use,Estimated_Energy_Test_Cycle_Time_minutes,Energy_Test_Cycle_Information,Additional_Dryer_Features,VentedORVentless,Connected,Connects_Using,V,W,CEF_Max_Dryness,Paired_Washer,Z,Market_Date,Date_Certified,Markets,CB_Model_Identifier,Meets_ENERGY_STAR_Most_Efficient_2017_Criteria
2266047,Whirlpool,YWED92HEFBD*,YWED92HEFBD*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_BD_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED92HEFBD*_05032016213738_1458621,No
2266048,Whirlpool,YWED92HEFC*,YWED92HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_C_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED92HEFC*_05032016213948_1588459,No
2266049,Whirlpool,YWED92HEFU*,YWED92HEFU*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_U_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED92HEFU*_05032016214232_1752405,No
2266050,Whirlpool,YWED92HEFW*,YWED92HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_12072015113037_70054797,6/1/2016,4/28/2016,Canada,ES_22856_YWED92HEFW*_05032016214652_2012327,No
2266055,Whirlpool,YWED9500EC*,YWED9500EC*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED9500EC*_05032016230317_6597731,No
2266057,Whirlpool,YWED9500EC*,YWED9500EC*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED9500EC*_05032016231750_7470657,No
2266056,Whirlpool,YWED9500EW*,YWED9500EW*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED9500EW*_05032016230704_6824616,No
2266093,Whirlpool,YWED95HED*+,YWED95HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW95HED*+_03252014114036_2713436,6/1/2016,4/28/2016,Canada,ES_22856_YWED95HED*+_05042016152513_5513859,No
2266094,Whirlpool,YWED97HED*+,YWED97HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW97HED*+_05212014112855_2728484,6/1/2016,4/28/2016,Canada,ES_22856_YWED97HED*+_05042016153710_6230752,No
2266097,Whirlpool,YWED99HED*+,YWED99HED*+,,8,Electric,,,7.3,38,27,30,4.5,531,71,"ECO, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL",Other,Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YWED99HED*+_05042016161734_8654607,No
2278429,Whirlpool,YWHD3090G**,YWHD3090G**,,8,Electric,,240,4.3,34,24,25,3.71,229,66,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,2276477,8/26/2016,9/2/2016,Canada,ES_22856_YWHD3090G**_09022016222153_4913531,No
2278397,Whirlpool,YWHD5090G**,YWHD5090G**,,8,Electric,,240,4.3,34,24,25,3.71,229,64,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,WFW5090G**,8/26/2016,9/2/2016,Canada,ES_1129244_YWHD5090G**_09022016215957_3597696,No
